alert_id,station_name,river_name,district,state_name,sampling_date,month,alert_types,severity,predicted_compliance_label,predicted_non_compliance_probability,risk_score,risk_category,violation_reasons,label_confidence,explanation,recommended_action
8b5715f1,"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,Thane,Maharashtra,09-09-2025,Sep,Regulatory Violation | ML Non-Compliance | Severe Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,77.6,Severe Risk,DO (0.3 < 5); BOD (50.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Severe Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
3f084bc7,"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,Thane,Maharashtra,09-09-2025,Sep,Regulatory Violation | ML Non-Compliance | Severe Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,77.6,Severe Risk,DO (0.3 < 5); BOD (50.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Severe Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
31b79e9a,"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,Thane,Maharashtra,09-09-2025,Sep,Regulatory Violation | ML Non-Compliance | Severe Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,77.6,Severe Risk,DO (0.3 < 5); BOD (65.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Severe Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
6cba0ebf,"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Savta,Thane,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,9.11,Low Risk,DO (4.5 < 5); BOD (9.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
ea9e68c8,"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Dahanu,Thane,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,9.06,Low Risk,DO (4.4 < 5); BOD (8.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
53decc74,"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Ulhas,Thane,Maharashtra,09-01-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,4.26,Low Risk,BOD (8.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
ce36b858,"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",Ulhas,Thane,Maharashtra,09-03-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.34,Low Risk,BOD (3.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
79fa4198,Vashi Creek at Vashi Bridge,Vashi,Thane,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,9.91,Low Risk,DO (4.4 < 5); BOD (9.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
eb8e54f3,Vashi Creek at Airoli Bridge,Vashi,Thane,Maharashtra,09-01-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,12.31,Low Risk,DO (4.1 < 5); BOD (9.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
da512781,Thane creek Flamingo Sanctuary,Thane,Thane,Maharashtra,09-01-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,13.16,Low Risk,DO (4.1 < 5); BOD (10.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
8e54ab83,"Patalganga river at Shilphata bridge, Village.Khopoli,Taluka. Khalapur, District. Raigad.",Patalganga,Raigad,Maharashtra,09-04-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
20a9a7e3,"Patalganga river at Savroli bridge, Village. Savroli,Taluka. Khalapur,District. Raigad.",Patalganga,Raigad,Maharashtra,09-04-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
f09a080f,"Panvel creek at Kopra bridge, Village. Kopra,Taluka. Panvel, District. Raigad.",Panvel,Raigad,Maharashtra,09-04-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
95d215f9,"Kundalika river at Are Khurd (Saline zone), Village.Arekhurd,Taluka. Roha, District. Raigad.",Kundalika,Raigad,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
58099e0f,"Kundalika river near Salav bridge (Saline zone), Village.Salav, Taluka. Roha, District. Raigad.",Kundalika,Raigad,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,8.26,Low Risk,DO (4.5 < 5); BOD (8.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
ad8766d8,"Amba river at D/s of Waken bridge, Village. Waken phata, Taluka. Roha, District. Raigad. ( u/s of the jackwells of M/s Supreme Petrochemicals & MIDC )",Amba,Raigad,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
9b40df54,"Pedhi river near road bridge at Dadhi. Pedhi village, Village. Dadhi. Pedhi, Taluka. Bhatkuli, District. Amravati.",Pedhi,Amravati,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
ed6d2754,"Purna river near Achalpur. Amravati road bridge, Asegaon, Village. Asegaon,Taluka. Chandur Bazar, District. Amravati.",Purna,Amravati,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
31d5ae79,Chandrabhaga river at chandur jahanpur thesil daryapur Dist- Amravati,Chandrabhaga,Amravati,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
31db2d26,"Purna river at Kolhapur Tal- Daryapur, Dist- Amravati",Purna,Amravati,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.77,Low Risk,BOD (3.9 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
fb464357,"Penganga river at washim- risod road bridge, village asegaonpen, Tal-risod, dist- washim",Penganga,Amravati,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.02,Low Risk,BOD (4.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
8a2a7ada,"Purna River at Dhupeshwar at u/s of Malkapur water works, Malkapur, Dist.Akola",Purna,Akola,Maharashtra,09-01-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,3.23,Low Risk,BOD (6.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
3530e42a,"Purna river at D/s of confluence of Morna and Purna, at Andura Village, Village. Andura, Taluka. Balapur, District. Akola.",Purna,Akola,Maharashtra,09-03-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.7,Low Risk,BOD (5.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
4a2ef8d4,Morna River D/s of Railway Bridge Akola ,Morna,Akola,Maharashtra,09-03-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.79,Low Risk,BOD (5.1 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
fc99555d,Penganga River at Mehkar .Buldana Bridge.Akola,Penganga,Akola,Maharashtra,09-01-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.15,Low Risk,BOD (3.5 > 3); pH (8.7 not in 6.5-8.5),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
37ccca64,"Lonar surovar lake, near kamalja devi temple. Tal- lonar Dist- Buldhana",Lonar Surovar,Akola,Maharashtra,09-01-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,38.53,Moderate Risk,BOD (44.0 > 3); pH (9.5 not in 6.5-8.5),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
226d5745,"Kolar river before confluence with Kanhan river at Waregaon Bridge, Village. Waregaon, Taluka.Kamptee, District.Nagpur.",Kolar,Nagpur,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
e2184dbb,"Kanhan river at U/s of M/s Vidarbha Paper Mills, Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,Nagpur,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.34,Low Risk,BOD (3.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
a266a323,"Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,Nagpur,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
7617f5ba,"Wardha river at Pulgaon Railway Bridge, Village. Pulgaon,Taluka . Wardha, District. Wardha.",Wardha,Nagpur,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
fa1f9228,"Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur.",Kanhan,Nagpur,Maharashtra,09-03-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,19.95,Low Risk,DO (3.4 < 5); BOD (11.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
abc81731,"Wainganga river after confluence with Kanhan river, Village. Ambhora,Taluka. Kuhi, District. Nagpur.",Wainganga,Nagpur,Maharashtra,09-03-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.94,Low Risk,BOD (4.1 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
888e76a2,"Wena river at U/s of Mohata Mills, near Railway bridge on Wardha  Chandrapur Railway line, Village. Hinganghat, Taluka. Hinganghat, District. Wardha.",Wena,Nagpur,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,1.7,Low Risk,BOD (5.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
4f809742,"Wena river at D/s of Mohata Mills, near  bridge on Hinganghat. Wadner road,  Village. Hinganghat, Taluka. Hinganghat,  District. Wardha.",Wena,Nagpur,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,2.55,Low Risk,BOD (6.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
471cc9a1,"Nag river near ambazari lake, Dist- Nagpur",Nag,Nagpur,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.43,Low Risk,BOD (3.5 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
0387f8e8,Nag river  near bhandewadi bridge Dist- Nagpur,Nag,Nagpur,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,53.77,High Risk,DO (0.3 < 5); BOD (22.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, High Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
c47e6c12,"Nag river  near asoli road bridge, bhandara road, Dist- Nagpur",Nag,Nagpur,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,50.37,High Risk,DO (0.3 < 5); BOD (18.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
b1c33250,"Pilli river  near wanjara layout, kamptee road, Dist-Nagpur",Pilli,Nagpur,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,50.79,High Risk,DO (0.3 < 5); BOD (18.5 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
334afd14,"Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur",Pilli,Nagpur,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,69.94,High Risk,DO (0.3 < 5); BOD (41.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, High Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
52f9e603,"Wainganga river at D/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,Bhandara,Maharashtra,09-03-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,2.13,Low Risk,BOD (5.5 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
ab8b5c66,"Wainganga river at U/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,Bhandara,Maharashtra,09-03-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,2.04,Low Risk,BOD (5.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
85036e1e,"Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara",Wainganga,Bhandara,Maharashtra,09-04-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
d3895fc1,"Gosekhurd Dam village - Gosekhurd, pauni, Dist- Bhandara",Gosekhurd,Bhandara,Maharashtra,09-04-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.34,Low Risk,BOD (3.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
1a41e757,"Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur.",Wainganga,Chandrapur,Maharashtra,09-07-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.26,Low Risk,BOD (3.3 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
a38ebf0f,"Wardha river at confluence point of Penganga & Wardha. Village. Jugad, Taluka. Wani, District. Yavatmal.",Wardha,Chandrapur,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.94,Low Risk,BOD (4.1 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
a83a02f5,"Wardha river at D/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,Chandrapur,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
c7ddd519,"Wainganga river at U/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,Chandrapur,Maharashtra,09-07-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
9ed8dffb,"Wainganga river at D/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,Chandrapur,Maharashtra,09-07-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.43,Low Risk,BOD (3.5 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
f46dda04,"Penganga river near water supply scheme of Umarkhed M.C., Village. Belkhed,Taluka. Umarkhed, District. Yavatmal.",Penganga,Chandrapur,Maharashtra,09-05-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
2dc6189b,"Penganga river D/s of Isapur Dam, Village. Isapur,Taluka. Pusad,District. Yavatmal.",Penganga,Chandrapur,Maharashtra,09-05-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.19,Low Risk,BOD (4.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
eda16831,"Wardha river at D/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,Chandrapur,Maharashtra,09-07-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.6,Low Risk,BOD (3.7 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
aefad2bf,"Wardha river at U/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,Chandrapur,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
dacd86e6,"Wardha river at Rajura bridge, Village. Rajura, Taluka. Chandrapur, District. Chandrapur.",Wardha,Chandrapur,Maharashtra,09-07-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.34,Low Risk,BOD (3.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
94da8da7,"Godavari river at Ramkund, Village. Panchavati, Taluka. Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.02,Low Risk,BOD (4.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
3851a468,"Godavari river at D/s of Nashik near Amardham, Village. GadgebabaMaharaj Nagar, Taluka . Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.02,Low Risk,BOD (4.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
fbd9e089,"Godavari river near Someshwar Temple, Village. Someshwar, Taluka. Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
c624ae75,"Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik.",Chikhali Nallah Meets Godavari,Nashik,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,5.45,Low Risk,BOD (9.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
3f20eef0,"Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,09-04-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.34,Low Risk,BOD (3.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
a610dd9c,"Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
213e71b3,"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
ac64ccfd,"Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik.",Godavari,Nashik,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,5.7,Low Risk,DO (4.5 < 5); BOD (5.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
d07aafdd,"Godavari river at Nandur.Madhmeshwar Dam, Village. Nandur, Taluka. Niphad, District. Nashik.",Godavari,Nashik,Maharashtra,09-02-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
2b5e0ce6,"Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik.",Darna,Nashik,Maharashtra,09-03-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.34,Low Risk,BOD (3.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
e2a014dc,"Darna river at Aswali ( Darna Dam),Village. Aswali,Taluka. Igatpuri,District. Nashik.",Darna,Nashik,Maharashtra,09-03-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
709caeed,"Darna river at MES site pumping station, Village. Bhagur, Taluka. Nashik, District. Nashik.",Darna,Nashik,Maharashtra,09-03-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
8c2a368c,"Darna river at Bhagur pumping station near Pandhurli bridge, Village. Bhagur,Taluka. Nashik,District. Nashik.",Darna,Nashik,Maharashtra,09-03-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,2.16,Low Risk,DO (4.9 < 5); BOD (4.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
f9665efc,"Darna river at Sansari, Village. Sansari,Taluka. Nashik,District. Nashik.",Darna,Nashik,Maharashtra,09-03-2025,Sep,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
9bea40dd,"Girna river at Malegaon road bridge, Village. Malegaon, Taluka. Malegaon, District. Nashik.",Girna,Nashik,Maharashtra,09-08-2025,Sep,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
