station_name,river_name,state,district,month,dissolved_oxygen,bod,ph,violation_reasons,risk_score,risk_category,label_confidence,risk_confidence,rule_based_explanation
"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Bhayander,,Thane,Jul,4.6,10.0,7.8,DO (4.6 < 5); BOD (10.0 > 3),9.16,Low Risk,High,High,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 10.00 mg/L (above 3). Risk category: Low Risk.
"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Arnala,,Thane,Jul,4.4,10.0,8.0,DO (4.4 < 5); BOD (10.0 > 3),10.76,Low Risk,High,High,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 10.00 mg/L (above 3). Risk category: Low Risk.
"Uttan sea at Bhayander, Village. Uttan, Taluka. Bhayander, District. Thane.",Uttan,,Thane,Jul,4.1,10.0,8.0,DO (4.1 < 5); BOD (10.0 > 3),13.16,Low Risk,High,High,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 10.00 mg/L (above 3). Risk category: Low Risk.
"Kharekuran Murbe creek , Village. Kharekuran, Taluka. Palghar, District. Thane.",Kharekuran Murbe,,Thane,Jul,4.4,14.0,7.9,DO (4.4 < 5); BOD (14.0 > 3),14.16,Low Risk,High,High,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.
"Dandi Creek, Village. Dandi, Taluka. Palghar, District. Thane.",Dandi,,Thane,Jul,4.2,16.0,8.0,DO (4.2 < 5); BOD (16.0 > 3),17.46,Low Risk,High,High,Non-compliant because DO is 4.20 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.
"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Sarwali,,Thane,Jul,4.3,14.0,7.9,DO (4.3 < 5); BOD (14.0 > 3),14.96,Low Risk,High,High,Non-compliant because DO is 4.30 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.
"Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane.",Navapur,,Thane,Jul,4.0,16.0,7.8,DO (4.0 < 5); BOD (16.0 > 3),19.06,Low Risk,High,High,Non-compliant because DO is 4.00 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.
"BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane.",BPT/Navapur,,Thane,Jul,0.3,80.0,7.3,DO (0.3 < 5); BOD (80.0 > 3),77.6,Severe Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 80.00 mg/L (above 3). Risk category: Severe Risk.
"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,,Thane,Jul,1.2,34.0,6.7,DO (1.2 < 5); BOD (34.0 > 3),56.78,High Risk,High,High,Non-compliant because DO is 1.20 mg/L (below 5); BOD is 34.00 mg/L (above 3). Risk category: High Risk.
"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,,Thane,Jul,0.3,56.0,7.3,DO (0.3 < 5); BOD (56.0 > 3),77.6,Severe Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 56.00 mg/L (above 3). Risk category: Severe Risk.
"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,,Thane,Jul,0.3,55.0,7.9,DO (0.3 < 5); BOD (55.0 > 3),77.6,Severe Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 55.00 mg/L (above 3). Risk category: Severe Risk.
"Surya River at U/S of Surya Dam, Village. Dhamni, Taluka. Vikramgad, District. Thane.",Surya,,Thane,Jul,7.2,2.4,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Surya river at MIDC pumping station on Boisar . Chillarphata road, Village. Garvashet, Taluka. Palghar, District. Thane",Surya,,Thane,Jul,7.0,2.6,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Surya river at intake of Vasai.Virar water Scheme, Village. Masvan, Taluka. Palghar, District. Thane.",Surya,,Thane,Jul,6.9,2.8,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Savta,,Thane,Jul,4.8,5.0,8.1,DO (4.8 < 5); BOD (5.0 > 3),3.3,Low Risk,High,High,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Dahanu,,Thane,Jul,5.4,5.2,8.1,BOD (5.2 > 3),1.87,Low Risk,High,High,Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.
"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",Kalu,,Thane,Jul,6.6,3.4,7.9,BOD (3.4 > 3),0.34,Low Risk,High,High,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.
"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Ulhas,,Thane,Jul,6.4,4.8,7.6,BOD (4.8 > 3),1.53,Low Risk,High,High,Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.
"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",Ulhas,,Thane,Jul,7.1,2.4,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Ulhas river at Jambhul water works, Village. Jambhul, Taluka. Ambernath, District. Thane.",Ulhas,,Thane,Jul,7.0,2.6,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Ulhas river at U/s of Badlapur water works, Village. Kulgaon, Taluka. Ambernath, District. Thane.",Ulhas,,Thane,Jul,7.1,2.6,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",Bhatsa,,Thane,Jul,6.8,3.2,7.8,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Bhatsa River at U/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",Bhatsa,,Thane,Jul,7.0,2.8,8.0,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Tansa river near road bridge, Village. Dakewali, Taluka. Wada, District. Thane.",Tansa,,Thane,Jul,7.2,2.4,7.9,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Vaitarna river near road bridge, Village. Gandhare, Taluka. Wada, District. Thane.",Vaitarna,,Thane,Jul,7.0,2.6,8.0,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane.",Bhatsa,,Thane,Jul,6.8,3.2,7.8,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
Vashi Creek at Vashi Bridge,Vashi,,Thane,Jul,5.6,8.0,7.7,BOD (8.0 > 3),4.26,Low Risk,High,High,Non-compliant because BOD is 8.00 mg/L (above 3). Risk category: Low Risk.
Vashi Creek at Airoli Bridge,Vashi,,Thane,Jul,5.4,5.6,7.6,BOD (5.6 > 3),2.21,Low Risk,High,High,Non-compliant because BOD is 5.60 mg/L (above 3). Risk category: Low Risk.
Thane creek Flamingo Sanctuary,Thane,,Thane,Jul,5.3,5.4,7.8,BOD (5.4 > 3),2.04,Low Risk,High,High,Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.
"Patalganga river at Shilphata bridge, Village.Khopoli,Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Jul,7.1,2.6,7.5,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Patalganga river near intake of MIDC water works  (Turade w/w). Village. Turade, Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Jul,6.9,2.8,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Patalganga river at D/s of Kharpada bridge , Village. Kharpada, Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Jul,7.0,2.4,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Patalganga river at Vyal Pump house,  Village. Vyal,  Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Jul,7.3,2.2,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Patalganga river at Khalapur pumping station, Village. Khalapur, Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Jul,7.0,2.4,7.5,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Patalganga river at Savroli bridge, Village. Savroli,Taluka. Khalapur,District. Raigad.",Patalganga,,Raigad,Jul,6.8,2.6,7.5,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Patalganga river at Gagangiri Maharaj Temple, Village. Khopoli, Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Jul,6.9,2.8,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Panvel creek at Kopra bridge, Village. Kopra,Taluka. Panvel, District. Raigad.",Panvel,,Raigad,Jul,6.8,3.2,7.6,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Kundalika river at Roha bridge,  Village.Roha, Taluka. Roha, District. Raigad.",Kundalika,,Raigad,Jul,7.0,2.6,7.5,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Kundalika river at Are Khurd (Saline zone), Village.Arekhurd,Taluka. Roha, District. Raigad.",Kundalika,,Raigad,Jul,7.1,2.4,7.5,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Kundalika river near Salav bridge (Saline zone), Village.Salav, Taluka. Roha, District. Raigad.",Kundalika,,Raigad,Jul,6.5,3.4,7.6,BOD (3.4 > 3),0.34,Low Risk,High,High,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.
"Kundalika river at Dhatav at Jackwell , Village. Dhatav,Taluka. Roha, District. Raigad.",Kundalika,,Raigad,Jul,7.1,2.4,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Amba river at D/s of Waken bridge, Village. Waken phata, Taluka. Roha, District. Raigad. ( u/s of the jackwells of M/s Supreme Petrochemicals & MIDC )",Amba,,Raigad,Jul,7.1,2.4,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Pedhi river near road bridge at Dadhi. Pedhi village, Village. Dadhi. Pedhi, Taluka. Bhatkuli, District. Amravati.",Pedhi,,Amravati,Jul,6.0,4.0,7.8,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Purna river near Achalpur. Amravati road bridge, Asegaon, Village. Asegaon,Taluka. Chandur Bazar, District. Amravati.",Purna,,Amravati,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
Chandrabhaga river at chandur jahanpur thesil daryapur Dist- Amravati,Chandrabhaga,,Amravati,Jul,6.3,3.9,8.4,BOD (3.9 > 3),0.77,Low Risk,High,High,Non-compliant because BOD is 3.90 mg/L (above 3). Risk category: Low Risk.
"Purna river at Kolhapur Tal- Daryapur, Dist- Amravati",Purna,,Amravati,Jul,5.6,5.2,8.3,BOD (5.2 > 3),1.87,Low Risk,High,High,Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.
"Penganga river at washim- risod road bridge, village asegaonpen, Tal-risod, dist- washim",Penganga,,Amravati,Jul,6.1,4.4,8.3,BOD (4.4 > 3),1.19,Low Risk,High,High,Non-compliant because BOD is 4.40 mg/L (above 3). Risk category: Low Risk.
"Purna River at Dhupeshwar at u/s of Malkapur water works, Malkapur, Dist.Akola",Purna,,Akola,Jul,5.5,7.0,8.1,BOD (7.0 > 3),3.4,Low Risk,High,High,Non-compliant because BOD is 7.00 mg/L (above 3). Risk category: Low Risk.
"Purna river at D/s of confluence of Morna and Purna, at Andura Village, Village. Andura, Taluka. Balapur, District. Akola.",Purna,,Akola,Jul,6.0,5.8,8.1,BOD (5.8 > 3),2.38,Low Risk,High,High,Non-compliant because BOD is 5.80 mg/L (above 3). Risk category: Low Risk.
Morna River D/s of Railway Bridge Akola ,Morna,,Akola,Jul,2.8,13.8,7.6,DO (2.8 < 5); BOD (13.8 > 3),26.79,Moderate Risk,High,High,Non-compliant because DO is 2.80 mg/L (below 5); BOD is 13.80 mg/L (above 3). Risk category: Moderate Risk.
Penganga River at Mehkar .Buldana Bridge.Akola,Penganga,,Akola,Jul,6.1,4.1,8.2,BOD (4.1 > 3),0.94,Low Risk,High,High,Non-compliant because BOD is 4.10 mg/L (above 3). Risk category: Low Risk.
"Lonar surovar lake, near kamalja devi temple. Tal- lonar Dist- Buldhana",Lonar Surovar,,Akola,Jul,3.4,41.0,9.6,DO (3.4 < 5); BOD (41.0 > 3); pH (9.6 not in 6.5-8.5),49.14,Moderate Risk,High,High,Non-compliant because DO is 3.40 mg/L (below 5); BOD is 41.00 mg/L (above 3); pH is 9.60 (outside 6.5-8.5). Risk category: Moderate Risk.
"Kolar river before confluence with Kanhan river at Waregaon Bridge, Village. Waregaon, Taluka.Kamptee, District.Nagpur.",Kolar,,Nagpur,Jul,6.1,5.5,7.9,BOD (5.5 > 3),2.13,Low Risk,High,High,Non-compliant because BOD is 5.50 mg/L (above 3). Risk category: Low Risk.
"Kanhan river at U/s of M/s Vidarbha Paper Mills, Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,,Nagpur,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
"Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,,Nagpur,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
"Wardha river at Pulgaon Railway Bridge, Village. Pulgaon,Taluka . Wardha, District. Wardha.",Wardha,,Nagpur,Jul,5.6,5.5,7.7,BOD (5.5 > 3),2.13,Low Risk,High,High,Non-compliant because BOD is 5.50 mg/L (above 3). Risk category: Low Risk.
"Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur.",Kanhan,,Nagpur,Jul,5.5,6.1,7.6,BOD (6.1 > 3),2.64,Low Risk,High,High,Non-compliant because BOD is 6.10 mg/L (above 3). Risk category: Low Risk.
"Wainganga river after confluence with Kanhan river, Village. Ambhora,Taluka. Kuhi, District. Nagpur.",Wainganga,,Nagpur,Jul,5.2,6.9,7.6,BOD (6.9 > 3),3.32,Low Risk,High,High,Non-compliant because BOD is 6.90 mg/L (above 3). Risk category: Low Risk.
"Wena river at U/s of Mohata Mills, near Railway bridge on Wardha  Chandrapur Railway line, Village. Hinganghat, Taluka. Hinganghat, District. Wardha.",Wena,,Nagpur,Jul,6.0,5.0,7.7,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Wena river at D/s of Mohata Mills, near  bridge on Hinganghat. Wadner road,  Village. Hinganghat, Taluka. Hinganghat,  District. Wardha.",Wena,,Nagpur,Jul,5.7,5.5,7.7,BOD (5.5 > 3),2.13,Low Risk,High,High,Non-compliant because BOD is 5.50 mg/L (above 3). Risk category: Low Risk.
"Nag river near ambazari lake, Dist- Nagpur",Nag,,Nagpur,Jul,6.3,3.8,7.8,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
Nag river  near bhandewadi bridge Dist- Nagpur,Nag,,Nagpur,Jul,3.0,15.0,7.5,DO (3.0 < 5); BOD (15.0 > 3),26.21,Moderate Risk,High,High,Non-compliant because DO is 3.00 mg/L (below 5); BOD is 15.00 mg/L (above 3). Risk category: Moderate Risk.
"Nag river  near asoli road bridge, bhandara road, Dist- Nagpur",Nag,,Nagpur,Jul,2.9,16.5,7.5,DO (2.9 < 5); BOD (16.5 > 3),28.29,Moderate Risk,High,High,Non-compliant because DO is 2.90 mg/L (below 5); BOD is 16.50 mg/L (above 3). Risk category: Moderate Risk.
"Pilli river  near wanjara layout, kamptee road, Dist-Nagpur",Pilli,,Nagpur,Jul,3.6,12.9,7.6,DO (3.6 < 5); BOD (12.9 > 3),19.63,Low Risk,High,High,Non-compliant because DO is 3.60 mg/L (below 5); BOD is 12.90 mg/L (above 3). Risk category: Low Risk.
"Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur",Pilli,,Nagpur,Jul,3.8,10.5,7.5,DO (3.8 < 5); BOD (10.5 > 3),15.98,Low Risk,High,High,Non-compliant because DO is 3.80 mg/L (below 5); BOD is 10.50 mg/L (above 3). Risk category: Low Risk.
"Wainganga river at D/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,,Bhandara,Jul,5.6,5.4,8.0,BOD (5.4 > 3),2.04,Low Risk,High,High,Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.
"Wainganga river at U/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,,Bhandara,Jul,6.3,4.9,8.0,BOD (4.9 > 3),1.62,Low Risk,High,High,Non-compliant because BOD is 4.90 mg/L (above 3). Risk category: Low Risk.
"Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara",Wainganga,,Bhandara,Jul,6.0,5.0,7.9,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Gosekhurd Dam village - Gosekhurd, pauni, Dist- Bhandara",Gosekhurd,,Bhandara,Jul,6.3,4.0,8.2,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur.",Wainganga,,Chandrapur,Jul,5.2,6.0,8.0,BOD (6.0 > 3),2.55,Low Risk,High,High,Non-compliant because BOD is 6.00 mg/L (above 3). Risk category: Low Risk.
"Wardha river at confluence point of Penganga & Wardha. Village. Jugad, Taluka. Wani, District. Yavatmal.",Wardha,,Chandrapur,Jul,5.8,4.6,7.9,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Wardha river at D/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Jul,5.6,5.0,8.0,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Wainganga river at U/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,,Chandrapur,Jul,5.8,4.4,7.9,BOD (4.4 > 3),1.19,Low Risk,High,High,Non-compliant because BOD is 4.40 mg/L (above 3). Risk category: Low Risk.
"Wainganga river at D/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,,Chandrapur,Jul,5.6,5.1,8.0,BOD (5.1 > 3),1.79,Low Risk,High,High,Non-compliant because BOD is 5.10 mg/L (above 3). Risk category: Low Risk.
"Penganga river near water supply scheme of Umarkhed M.C., Village. Belkhed,Taluka. Umarkhed, District. Yavatmal.",Penganga,,Chandrapur,Jul,7.2,3.9,8.3,BOD (3.9 > 3),0.77,Low Risk,High,High,Non-compliant because BOD is 3.90 mg/L (above 3). Risk category: Low Risk.
"Penganga river D/s of Isapur Dam, Village. Isapur,Taluka. Pusad,District. Yavatmal.",Penganga,,Chandrapur,Jul,6.4,5.0,8.5,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Wardha river at D/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Jul,5.4,5.1,8.0,BOD (5.1 > 3),1.79,Low Risk,High,High,Non-compliant because BOD is 5.10 mg/L (above 3). Risk category: Low Risk.
"Wardha river at U/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Jul,5.8,4.4,7.9,BOD (4.4 > 3),1.19,Low Risk,High,High,Non-compliant because BOD is 4.40 mg/L (above 3). Risk category: Low Risk.
"Wardha river at U/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Jul,5.9,4.4,8.1,BOD (4.4 > 3),1.19,Low Risk,High,High,Non-compliant because BOD is 4.40 mg/L (above 3). Risk category: Low Risk.
"Wardha river at Rajura bridge, Village. Rajura, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Jul,5.5,5.2,8.0,BOD (5.2 > 3),1.87,Low Risk,High,High,Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.
"Godavari river at U/s of Gangapur Dam, Village. Gangapur,Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Jul,5.2,3.2,7.8,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Ramkund, Village. Panchavati, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Jul,5.2,4.8,8.0,BOD (4.8 > 3),1.53,Low Risk,High,High,Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.
"Godavari river at D/s of Nashik near Amardham, Village. GadgebabaMaharaj Nagar, Taluka . Nashik, District. Nashik.",Godavari,,Nashik,Jul,5.3,4.4,8.1,BOD (4.4 > 3),1.19,Low Risk,High,High,Non-compliant because BOD is 4.40 mg/L (above 3). Risk category: Low Risk.
"Godavari river near Someshwar Temple, Village. Someshwar, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Jul,5.2,4.6,8.2,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik.",Chikhali Nallah Meets Godavari,,Nashik,Jul,0.3,18.0,7.7,DO (0.3 < 5); BOD (18.0 > 3),50.37,High Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 18.00 mg/L (above 3). Risk category: High Risk.
"Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Jul,5.0,3.8,7.8,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Jul,5.0,4.0,7.9,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Jul,5.0,3.2,7.9,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik.",Godavari,,Nashik,Jul,4.8,3.6,7.6,DO (4.8 < 5); BOD (3.6 > 3),2.11,Low Risk,High,High,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Nandur.Madhmeshwar Dam, Village. Nandur, Taluka. Niphad, District. Nashik.",Godavari,,Nashik,Jul,5.4,3.0,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik.",Darna,,Nashik,Jul,5.6,4.0,7.7,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Darna river at Aswali ( Darna Dam),Village. Aswali,Taluka. Igatpuri,District. Nashik.",Darna,,Nashik,Jul,5.4,3.4,8.0,BOD (3.4 > 3),0.34,Low Risk,High,High,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.
"Darna river at MES site pumping station, Village. Bhagur, Taluka. Nashik, District. Nashik.",Darna,,Nashik,Jul,5.6,3.0,8.1,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Darna river at Bhagur pumping station near Pandhurli bridge, Village. Bhagur,Taluka. Nashik,District. Nashik.",Darna,,Nashik,Jul,5.5,3.0,8.1,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Darna river at Sansari, Village. Sansari,Taluka. Nashik,District. Nashik.",Darna,,Nashik,Jul,5.0,3.8,7.9,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Girna river at Malegaon road bridge, Village. Malegaon, Taluka. Malegaon, District. Nashik.",Girna,,Nashik,Jul,5.6,3.0,8.2,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Tapi river at U/s, Bhusawal,Village. Bhusawal Railway Colony, Taluka. Bhusawal, District. Jalgaon.",Tapi,,Jalgaon,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
"Tapi river at Ajnad village, Village.Ajnad , Taluka. Raver, District.Jalgaon.",Tapi,,Jalgaon,Jul,5.6,3.0,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Bori river, D/S of Amalner, Village. Amalner, Taluka. Jalgaon, District. Jalgaon.",Bori,,Jalgaon,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
"Hiwara river at  D/S of Pachora, Village. Pachora,Taluka. Jalgaon,District. Jalgaon.",Hiwara,,Jalgaon,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
