alert_id,station_name,river_name,alert_type,severity,risk_score,risk_category,violation_reasons,top_model_drivers,rule_explanation,shap_explanation,historical_context_if_available,recommended_action
504f2f34,"Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",Bhatsa,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
f55537b2,"Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane.",Bhatsa,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
99b9c6b2,Vashi Creek at Vashi Bridge,Vashi,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,4.26,Low Risk,BOD (8.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
91052455,Vashi Creek at Airoli Bridge,Vashi,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.21,Low Risk,BOD (5.6 > 3),,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
f603d04c,Thane creek Flamingo Sanctuary,Thane,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.04,Low Risk,BOD (5.4 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
191e1129,"Panvel creek at Kopra bridge, Village. Kopra,Taluka. Panvel, District. Raigad.",Panvel,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
374b14e2,"Kundalika river near Salav bridge (Saline zone), Village.Salav, Taluka. Roha, District. Raigad.",Kundalika,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.34,Low Risk,BOD (3.4 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
34b401f3,"Pedhi river near road bridge at Dadhi. Pedhi village, Village. Dadhi. Pedhi, Taluka. Bhatkuli, District. Amravati.",Pedhi,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.85,Low Risk,BOD (4.0 > 3),,Non-compliant because DO is 4.30 mg/L (below 5); BOD is 4.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
72503a75,"Purna river near Achalpur. Amravati road bridge, Asegaon, Village. Asegaon,Taluka. Chandur Bazar, District. Amravati.",Purna,Low Confidence Data,Info,0.0,Unknown,,,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
3cf3f05c,Chandrabhaga river at chandur jahanpur thesil daryapur Dist- Amravati,Chandrabhaga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.77,Low Risk,BOD (3.9 > 3),,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
5d1a6916,"Purna river at Kolhapur Tal- Daryapur, Dist- Amravati",Purna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.87,Low Risk,BOD (5.2 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
946ddb8c,"Penganga river at washim- risod road bridge, village asegaonpen, Tal-risod, dist- washim",Penganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.19,Low Risk,BOD (4.4 > 3),,Non-compliant because BOD is 4.10 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
b5338f0d,"Purna River at Dhupeshwar at u/s of Malkapur water works, Malkapur, Dist.Akola",Purna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,3.4,Low Risk,BOD (7.0 > 3),,Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
14fab68b,"Purna river at D/s of confluence of Morna and Purna, at Andura Village, Village. Andura, Taluka. Balapur, District. Akola.",Purna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.38,Low Risk,BOD (5.8 > 3),,Non-compliant because BOD is 4.70 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
ae185815,Morna River D/s of Railway Bridge Akola ,Morna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,26.79,Moderate Risk,DO (2.8 < 5); BOD (13.8 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 9.10 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
ab78eb96,Penganga River at Mehkar .Buldana Bridge.Akola,Penganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.94,Low Risk,BOD (4.1 > 3),,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3e25b732,"Lonar surovar lake, near kamalja devi temple. Tal- lonar Dist- Buldhana",Lonar Surovar,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,49.14,Moderate Risk,DO (3.4 < 5); BOD (41.0 > 3); pH (9.6 not in 6.5-8.5),,Non-compliant because BOD is 31.00 mg/L (above 3); pH is 9.70 (outside 6.5-8.5). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
a6e63231,"Kolar river before confluence with Kanhan river at Waregaon Bridge, Village. Waregaon, Taluka.Kamptee, District.Nagpur.",Kolar,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.13,Low Risk,BOD (5.5 > 3),,Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
30c96af8,"Kanhan river at U/s of M/s Vidarbha Paper Mills, Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,Low Confidence Data,Info,0.0,Unknown,,,Non-compliant because BOD is 3.50 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
91bc1f48,"Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,Low Confidence Data,Info,0.0,Unknown,,,Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
477ac084,"Wardha river at Pulgaon Railway Bridge, Village. Pulgaon,Taluka . Wardha, District. Wardha.",Wardha,Regulatory Violation | ML Non-Compliance,High,2.13,Low Risk,BOD (5.5 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
11dbe6b5,"Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur.",Kanhan,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.64,Low Risk,BOD (6.1 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
d7886238,"Wainganga river after confluence with Kanhan river, Village. Ambhora,Taluka. Kuhi, District. Nagpur.",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,3.32,Low Risk,BOD (6.9 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
d5dbde81,"Wena river at U/s of Mohata Mills, near Railway bridge on Wardha  Chandrapur Railway line, Village. Hinganghat, Taluka. Hinganghat, District. Wardha.",Wena,Regulatory Violation | ML Non-Compliance,High,1.7,Low Risk,BOD (5.0 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
ec2eb584,"Wena river at D/s of Mohata Mills, near  bridge on Hinganghat. Wadner road,  Village. Hinganghat, Taluka. Hinganghat,  District. Wardha.",Wena,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.13,Low Risk,BOD (5.5 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
bb43b274,"Nag river near ambazari lake, Dist- Nagpur",Nag,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2daddf8e,Nag river  near bhandewadi bridge Dist- Nagpur,Nag,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,26.21,Moderate Risk,DO (3.0 < 5); BOD (15.0 > 3),,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 32.60 mg/L (above 3). Risk category: High Risk.,,None,Dispatch immediate field monitoring team
e924b34a,"Nag river  near asoli road bridge, bhandara road, Dist- Nagpur",Nag,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,28.29,Moderate Risk,DO (2.9 < 5); BOD (16.5 > 3),,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 24.80 mg/L (above 3). Risk category: High Risk.,,None,Dispatch immediate field monitoring team
b804a3a5,"Pilli river  near wanjara layout, kamptee road, Dist-Nagpur",Pilli,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,19.63,Low Risk,DO (3.6 < 5); BOD (12.9 > 3),,Non-compliant because DO is 1.20 mg/L (below 5); BOD is 13.90 mg/L (above 3). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
988491fa,"Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur",Pilli,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,15.98,Low Risk,DO (3.8 < 5); BOD (10.5 > 3),,Non-compliant because DO is 1.60 mg/L (below 5); BOD is 11.20 mg/L (above 3). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
abdc1f93,"Wainganga river at D/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.04,Low Risk,BOD (5.4 > 3),,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2ffe9305,"Wainganga river at U/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.62,Low Risk,BOD (4.9 > 3),,Non-compliant because BOD is 3.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
f05d23b2,"Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.7,Low Risk,BOD (5.0 > 3),,Non-compliant because BOD is 4.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
58738b72,"Gosekhurd Dam village - Gosekhurd, pauni, Dist- Bhandara",Gosekhurd,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.85,Low Risk,BOD (4.0 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
a82ea366,"Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur.",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.55,Low Risk,BOD (6.0 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
7e1b2a2e,"Wardha river at confluence point of Penganga & Wardha. Village. Jugad, Taluka. Wani, District. Yavatmal.",Wardha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.36,Low Risk,BOD (4.6 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
fe642cec,"Wardha river at D/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.7,Low Risk,BOD (5.0 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
898ec8d4,"Wainganga river at U/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.19,Low Risk,BOD (4.4 > 3),,Non-compliant because BOD is 4.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
5c78b401,"Wainganga river at D/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.79,Low Risk,BOD (5.1 > 3),,Non-compliant because BOD is 4.90 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
cb76a4d9,"Penganga river near water supply scheme of Umarkhed M.C., Village. Belkhed,Taluka. Umarkhed, District. Yavatmal.",Penganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.77,Low Risk,BOD (3.9 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
4fe4a637,"Penganga river D/s of Isapur Dam, Village. Isapur,Taluka. Pusad,District. Yavatmal.",Penganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.7,Low Risk,BOD (5.0 > 3),,Non-compliant because BOD is 3.70 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2e93462d,"Wardha river at D/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.79,Low Risk,BOD (5.1 > 3),,Non-compliant because BOD is 3.70 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
d9f30b83,"Wardha river at U/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,Regulatory Violation | ML Non-Compliance,High,1.19,Low Risk,BOD (4.4 > 3),,Non-compliant because BOD is 3.50 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
2596edcd,"Wardha river at U/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.19,Low Risk,BOD (4.4 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
f2d72be9,"Wardha river at Rajura bridge, Village. Rajura, Taluka. Chandrapur, District. Chandrapur.",Wardha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.87,Low Risk,BOD (5.2 > 3),,Non-compliant because BOD is 3.30 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3c5a24f5,"Godavari river at U/s of Gangapur Dam, Village. Gangapur,Taluka. Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because DO is 4.30 mg/L (below 5); BOD is 4.40 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
a9c9d4a1,"Godavari river at Ramkund, Village. Panchavati, Taluka. Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.53,Low Risk,BOD (4.8 > 3),,Non-compliant because DO is 4.00 mg/L (below 5); BOD is 6.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
80f44bcd,"Godavari river at D/s of Nashik near Amardham, Village. GadgebabaMaharaj Nagar, Taluka . Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.19,Low Risk,BOD (4.4 > 3),,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 6.20 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
eb136e78,"Godavari river near Someshwar Temple, Village. Someshwar, Taluka. Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance,High,1.36,Low Risk,BOD (4.6 > 3),,Non-compliant because pH is 9.10 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
48f2c22b,"Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik.",Chikhali Nallah Meets Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,50.37,High Risk,DO (0.3 < 5); BOD (18.0 > 3),,Non-compliant because DO is 3.00 mg/L (below 5); BOD is 8.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
0efa4b9c,"Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 4.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
05cd0192,"Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.85,Low Risk,BOD (4.0 > 3),,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
5e63cb66,"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
085158ad,"Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.11,Low Risk,DO (4.8 < 5); BOD (3.6 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
7173d13a,"Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik.",Darna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.85,Low Risk,BOD (4.0 > 3),,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 5.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
5bda915c,"Darna river at Aswali ( Darna Dam),Village. Aswali,Taluka. Igatpuri,District. Nashik.",Darna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.34,Low Risk,BOD (3.4 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
d7610b5e,"Darna river at Sansari, Village. Sansari,Taluka. Nashik,District. Nashik.",Darna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 5.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3e2e3a69,"Tapi river at U/s, Bhusawal,Village. Bhusawal Railway Colony, Taluka. Bhusawal, District. Jalgaon.",Tapi,Low Confidence Data,Info,0.0,Unknown,,,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 3.80 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
5f0dd0f5,"Bori river, D/S of Amalner, Village. Amalner, Taluka. Jalgaon, District. Jalgaon.",Bori,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
eaada9cd,"Hiwara river at  D/S of Pachora, Village. Pachora,Taluka. Jalgaon,District. Jalgaon.",Hiwara,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
318e4092,"Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon.",Mor,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
0a7ee4a6,"Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon.",Titur,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
e35fdd05,"Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon.",Waghur,Low Confidence Data,Info,0.0,Unknown,,,Non-compliant because BOD is 3.60 mg/L (above 3); pH is 8.70 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
5ded0e23,"Girna river at Jalgaon at intake of Girna pump huose, Village. Girna pump house area, Taluka. Jalgaon, District. Jalgaon.",Girna,Low Confidence Data,Info,0.0,Unknown,,,Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.70 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
61d915c7,"Tapi river at Ubad village near Gujratborder, Village. Ubad, Taluka. Shahada, District. Nandurbar.",Tapi,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because DO is 4.20 mg/L (below 5); BOD is 6.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
f222f3fa,"Amravati river at D/s. of Dondaicha, Village. Dondaicha, Taluka. Dhule, District. Dhule.",Amravati,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
93e6d90d,"Burai river before confluence to Tapi river, Village. Mukudas, Taluka. Dhule, District. Dhule.",Burai,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
f5724ac9,"Gomai river D/s. of Shahada, Village. Shahada,Taluka. Dhule,District. Dhule.",Gomai,Low Confidence Data,Info,0.0,Unknown,,,Non-compliant because DO is 4.00 mg/L (below 5); BOD is 8.80 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
a4d93024,"Kan river at Sakri water works, Village. Sakri, Taluka. Dhule, District. Dhule.",Kan,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.02,Low Risk,BOD (4.2 > 3),,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2fe23d57,"Panzara river, Near Panzarakan SSK Ltd, Village. Panzara,Taluka. Dhule, District. Dhule.",Panzara,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.02,Low Risk,BOD (4.2 > 3),,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
0d8c1446,"Rangavali river at D/s of Navapur near Rangavali bridge, Village. Navapur, Taluka. Navapur, District. Nandurbar.",Rangavali,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.36,Low Risk,BOD (4.6 > 3),,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
1ee44bf9,"Nira river at Sarola bridge, Village. Sarola, Taluka.Bhor, District. Pune.",Nira,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 6.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
da6475e8,"Mutha river at Sangam bridge near Ganapathyghat, Village . Shivaji Nagar,  Taluka. Pune, District. Pune.",Mutha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,5.41,Low Risk,DO (4.6 < 5); BOD (5.6 > 3),,Non-compliant because DO is 2.40 mg/L (below 5); BOD is 27.00 mg/L (above 3). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
39892c9e,"Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune.",River,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.84,Low Risk,DO (4.9 < 5); BOD (5.4 > 3),,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
4be3fa60,"Mula river at Aundh bridge, Village. Aundhgaon,Taluka. Haweli, District. Pune.",Mula,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.38,Low Risk,BOD (5.8 > 3),,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 7.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
9ba40a86,"Mula river at Harrison bridge near Mula.Pawana sangam, Village. Bopodi,Taluka. Haweli, District. Pune.",Mula,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,7.06,Low Risk,DO (4.5 < 5); BOD (6.6 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 7.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
517209ba,"Nira river at D/s of Jubilant Organosis,  Village. Nimbut, Taluka. Baramati, District. Pune.",Nira,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.38,Low Risk,BOD (5.8 > 3),,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
15506739,"Nira river at U/s of Jubilant Organosis, Village. Nira (Dattaghat),Taluka. Baramati, District. Pune.",Nira,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.36,Low Risk,BOD (4.6 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
7f6178b3,"Bhima river. Backwater of Ujani Dam, near raw water pump house, Village. Kumbargaon, Taluka. Indapur, District. Pune.",Bhima,Regulatory Violation | ML Non-Compliance,High,1.19,Low Risk,BOD (4.4 > 3),,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 8.00 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
907b04ca,"Mutha river near Veer Savarkar Bhavan, Village. Pune  M.C, Taluka. Pune, District .Pune.",Mutha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,5.0,Low Risk,DO (4.8 < 5); BOD (7.0 > 3),,Non-compliant because DO is 2.20 mg/L (below 5); BOD is 28.00 mg/L (above 3). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
